,House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion
6282,21,Webb Bridge,Joshua,Bailey,30,Lodger,Single,Male,Merchant navy officer,None,Sikh
6283,22,Webb Bridge,Dale,Bailey,62,Head,Divorced,Male,"Psychologist, forensic",None,Catholic
6284,22,Webb Bridge,Heather,Bailey,15,Granddaughter,NA,Female,Student,None,NA
6285,23,Webb Bridge,Fiona,Griffiths,36,Head,Single,Female,"Librarian, public",None,Catholic
6286,23,Webb Bridge,Stanley,Griffiths,40,Cousin,Single,Male,Clinical molecular geneticist,None,Catholic
6287,23,Webb Bridge,Jade,Warner-Griffiths,44,Cousin,Single,Female,Paediatric nurse,None,None
6288,23,Webb Bridge,Donna,Warner-Griffiths,47,Cousin,Single,Female,Quantity surveyor,None,Catholic
6289,23,Webb Bridge,Mandy,Lord-Warner-Griffiths,47,Cousin,Single,Female,Pharmacologist,None,None
6290,24,Webb Bridge,Mathew,Herbert,27,Head,Married,Male,Interpreter,None,None
6291,24,Webb Bridge,Emma,Herbert,31,Wife,Married,female,Camera operator,None,None
6292,24,Webb Bridge,Harry,Herbert,2,Son,NA,Male,Child,None,NA
6293,24,Webb Bridge,Karl,Herbert,2,Son,NA,Male,Child,None,NA
6294,24,Webb Bridge,Peter,Herbert,1,Son,NA,Male,Child,None,NA
6295,25,Webb Bridge,Julie,Higgins-Wilkinson,36,Head,Single,Female,Chief Executive Officer,None,Methodist
6296,25,Webb Bridge,Jeremy,Hancock,37,Partner,Single,Male,Civil Service fast streamer,None,None
6297,25,Webb Bridge,Marcus,Jones,30,Lodger,Single,Male,Community arts worker,None,None
6298,26,Webb Bridge,Zoe,Knowles,68,Head,Married,Female,Retired Tax inspector,None,None
6299,26,Webb Bridge,Norman,Knowles,69,Husband,Married,Male,"Retired Editor, magazine features",None,None
6300,26,Webb Bridge,Molly,Knowles,36,Daughter,Single,Female,"Embryologist, clinical",None,None
6301,26,Webb Bridge,Zoe,Knowles,33,Daughter,Single,Female,Quantity surveyor,None,None
6302,26,Webb Bridge,Lisa,Knowles,32,Daughter,Single,Female,Quantity surveyor,None,None
6303,27,Webb Bridge,Janet,Jordan,46,Head,Married,Female,Visual merchandiser,None,None
6304,27,Webb Bridge,Stewart,Jordan,45,Husband,Married,Male,Armed forces technical officer,None,None
6305,27,Webb Bridge,Kieran,Jordan,17,Son,NA,Male,Student,None,NA
6306,27,Webb Bridge,Elizabeth,Jordan,14,Daughter,NA,Female,Student,None,NA
6307,27,Webb Bridge,Leonard,Jordan,11,Son,NA,Male,Student,None,NA
6308,28,Webb Bridge,Maureen,Mason,22,Head,Married,Female,University Student,None,Methodist
6309,28,Webb Bridge,James,Mason,19,Husband,Married,Male,University Student,None,Methodist
6310,28,Webb Bridge,Luke,Mason,1,Son,NA,Male,Child,None,NA
6311,28,Webb Bridge,Colin,Walker,64,Lodger,Divorced,Male,Field trials officer,None,Christian
6312,28,Webb Bridge,Pauline,Randall,61,Lodger,Divorced,Female,"Scientist, forensic",None,Christian
6313,29,Webb Bridge,Hollie,Wilkins,47,Head,Married,Female,"Librarian, public",None,Christian
6314,29,Webb Bridge,Bruce,Wilkins,45,Husband,Married,Male,"Radiographer, diagnostic",None,Christian
6315,29,Webb Bridge,Jason,Wilkins,7,Son,NA,Male,Student,None,NA
6316,29,Webb Bridge,Luke,Wilkins,4,Son,NA,Male,Child,None,NA
6317,29,Webb Bridge,Julie,Wilkins,0,Daughter,NA,Female,Child,None,NA
6318,30,Webb Bridge,Anna,McLean,49,Head,Married,Female,Planning and development surveyor,None,Christian
6319,30,Webb Bridge,Russell,McLean,47,Husband,Married,Male,Ophthalmologist,None,Christian
6320,30,Webb Bridge,Kevin,McLean,22,Son,Single,Male,University Student,None,Christian
6321,30,Webb Bridge,Derek,McLean,21,Son,Single,Male,University Student,None,Christian
6322,30,Webb Bridge,June,McLean,13,Daughter,NA,Female,Student,None,NA
6323,31,Webb Bridge,Linda,Wilkinson,25,Head,Divorced,Female,"Engineer, electronics",None,Catholic
6324,31,Webb Bridge,Dean,Wilkinson,3,Son,NA,Male,Child,None,NA
6325,31,Webb Bridge,Raymond,Wilkinson,1,Son,NA,Male,Child,None,NA
6326,31,Webb Bridge,Jean,Watts,34,Lodger,Divorced,Female,Fish farm manager,None,None
6327,31,Webb Bridge,Alexandra,Brown,21,Sibling,Divorced,Female,Television camera operator,None,Muslim
6328,31,Webb Bridge,Arthur,Doherty,29,Lodger,Single,Male,Brewing technologist,None,None
6329,31,Webb Bridge,Stanley,Bennett,28,Lodger,Divorced,Male,Video editor,None,Methodist
6330,31,Webb Bridge,Adam,Turner,64,Lodger,Single,Male,Insurance underwriter,None,None
6331,31,Webb Bridge,Mohamed,Thomas,23,Sibling,Divorced,Male,Electronics engineer,None,None
6332,31,Webb Bridge,Eleanor,Hall,33,Lodger,Divorced,Female,Economist,None,None
6333,31,Webb Bridge,Jade,Whitehead,45,Lodger,Single,Female,Mental health nurse,None,Christian
6334,32,Webb Bridge,Alice,Nash,33,Head,Married,Female,Microbiologist,None,Christian
6335,32,Webb Bridge,Conor,Nash,32,Husband,Married,Male,Soil scientist,None,None
6336,32,Webb Bridge,John,Fitzgerald-Nash,5,Son,NA,Male,Student,None,NA
6337,32,Webb Bridge,Chloe,Fitzgerald-Nash,3,Daughter,NA,Female,Child,None,NA
6338,32,Webb Bridge,Glen,Morton,64,Cousin,Single,Male,Product manager,None,Christian
6339,32,Webb Bridge,Carol,Young,36,Visitor,Divorced,Female,Chartered accountant,None,Christian
6340,33,Webb Bridge,Adam,Roberts,35,Head,Single,Male,Manufacturing engineer,None,None
6341,33,Webb Bridge,Sandra,Webb,29,Partner,Single,Female,International aid/development worker,None,None
6342,33,Webb Bridge,Elaine,Roberts,5,Daughter,NA,Female,Student,None,NA
6343,34,Webb Bridge,Shannon,Norris,44,Head,Married,Female,Insurance risk surveyor,None,Catholic
6344,34,Webb Bridge,Scott,Norris,46,Husband,Married,Male,"Teacher, primary school",None,Catholic
6345,34,Webb Bridge,Rebecca,Norris,13,Daughter,NA,Female,Student,None,NA
6346,34,Webb Bridge,Rita,Sharp-Norris,10,Daughter,NA,Female,Student,None,NA
6347,34,Webb Bridge,Jade,Sharp-Norris,1,Daughter,NA,Female,Child,None,NA
6348,35,Webb Bridge,Vanessa,Wilson-Carter,47,Head,Single,Female,Unemployed,None,Catholic
6349,35,Webb Bridge,Victor,Evans,48,Partner,Single,Male,Soil scientist,None,None
6350,35,Webb Bridge,Dominic,Wilson-Carter,17,Son,NA,Male,Student,None,NA
6351,35,Webb Bridge,Rosemary,Wilson-Carter,15,Daughter,NA,Female,Student,None,NA
6352,35,Webb Bridge,Nicole,Wilson-Carter,13,Daughter,NA,Female,Student,None,NA
6353,35,Webb Bridge,Clare,Wilson-Carter,13,Daughter,NA,Female,Student,None,NA
6354,36,Webb Bridge,Toby,Hargreaves,26,Head,Single,Male,Risk analyst,None,Methodist
6355,37,Webb Bridge,Steven,Pollard,19,Head,Single,Male,University Student,None,None
6356,37,Webb Bridge,Donald,Tyler,34,None,Single,Male,"Loss adjuster, chartered",None,Christian
6357,37,Webb Bridge,Elaine,Osborne,60,None,Single,Female,"Editor, magazine features",None,Christian
6358,37,Webb Bridge,Ben,Mahmood,24,None,Single,Male,Rural practice surveyor,None,Catholic
6359,37,Webb Bridge,Annette,Parker,24,None,Single,Female,"Geologist, wellsite",None,None
6360,37,Webb Bridge,Thomas,Harvey,59,None,Single,Male,Equities trader,None,Catholic
6361,38,Webb Bridge,Georgia,James,38,Head,Married,Female,Occupational hygienist,None,None
6362,38,Webb Bridge,Adrian,James,40,Husband,Married,Male,Cartographer,None,None
6363,38,Webb Bridge,Scott,James,9,Son,NA,Male,Student,None,NA
6364,38,Webb Bridge,Jordan,James,2,Adopted Son,NA,Male,Child,None,NA
6365,38,Webb Bridge,Jacqueline,James,0,Daughter,NA,Female,Child,None,NA
6366,39,Webb Bridge,Sian,Powell,50,Head,M,Female,Planning and development surveyor,None,Catholic
6367,39,Webb Bridge,Julian,Powell,51,Husband,Married,Male,Biomedical engineer,None,Catholic
6368,39,Webb Bridge,Joanna,Powell,26,Daughter,Widowed,Female,Clinical embryologist,None,Catholic
6369,39,Webb Bridge,Stuart,Brown-Powell,24,Son,Single,Male,Metallurgist,None,None
6370,39,Webb Bridge,Ashleigh,Brown-Powell,21,Daughter,Single,Female,University Student,None,Catholic
6371,40,Webb Bridge,Carolyn,Harvey,41,Head,Divorced,Female,Unemployed,None,Catholic
6372,40,Webb Bridge,Sara,Harvey,16,Daughter,NA,Female,Student,None,NA
6373,40,Webb Bridge,Jason,Harvey,14,Son,NA,Male,Student,None,NA
6374,40,Webb Bridge,Lorraine,Harvey,12,Daughter,NA,Female,Student,None,NA
6375,40,Webb Bridge,Susan,Harvey,12,Daughter,NA,Female,Student,None,NA
6376,1,Mary Courts,Alison,Watson,50,Head,Single,Female,Advice worker,None,Christian
6377,1,Mary Courts,Gordon,Smith,50,Partner,Single,Male,Volunteer coordinator,None,Christian
6378,1,Mary Courts,Vincent,Watson,27,Son,Single,Male,Hotel manager,None,Christian
6379,1,Mary Courts,Julia,Watson,24,Daughter,Single,Female,Counselling psychologist,None,None
6380,1,Mary Courts,Hayley,Watson,11,Daughter,NA,Female,Student,None,NA
6381,2,Mary Courts,Leanne,Ali,51,Head,Single,Female,Unemployed,None,None
6382,2,Mary Courts,Lucy,Ali,15,Daughter,NA,Female,Student,None,NA
6383,2,Mary Courts,Leon,Ali,13,Son,NA,Male,Student,None,NA
6384,2,Mary Courts,Dale,Ali,10,Son,NA,Male,Student,None,NA
6385,3,Mary Courts,Karen,Johnston,38,Head,Married,Female,Translator,None,None
6386,3,Mary Courts,Christian,Johnston,41,Husband,Married,Male,Occupational psychologist,None,None
6387,3,Mary Courts,Danielle,Johnston,12,Daughter,NA,Female,Student,None,NA
6388,3,Mary Courts,Kieran,Johnston,11,Son,NA,Male,Student,None,NA
6389,3,Mary Courts,Deborah,Johnston,7,Daughter,NA,Female,Student,None,NA
6390,4,Mary Courts,Laura,Watkins,30,Head,Single,Female,"Engineer, production",None,None
6391,4,Mary Courts,Deborah,Reed,50,None,Single,Female,Health physicist,None,None
6392,4,Mary Courts,Marc,Jones,37,None,Single,Male,Music therapist,None,Catholic
6393,5,Mary Courts,Mary,Ball,71,Head,Single,Female,Retired Warehouse manager,None,Christian
6394,6,Mary Courts,Rebecca,Reynolds,45,Head,Married,Female,Commercial horticulturist,None,Christian
6395,6,Mary Courts,George,Reynolds,43,Husband,Married,Male,Restaurant manager,None,Christian
6396,6,Mary Courts,Nicholas,Reynolds,15,Son,NA,Male,Student,None,NA
6397,7,Mary Courts,Antony,Smith,45,Head,Married,Male,Corporate treasurer,None,None
6398,7,Mary Courts,Beverley,Smith-Dixon,47,Wife,Married,Female,"Psychotherapist, child",None,None
6399,7,Mary Courts,Ann,Smith-Dixon,23,Daughter,Single,Female,Medical laboratory scientific officer,None,None
6400,8,Mary Courts,Kim,Thomas,49,Head,Divorced,Female,Unemployed,None,None
6401,8,Mary Courts,Jacqueline,Thomas,10,Daughter,NA,Female,Student,None,NA
6402,8,Mary Courts,Donna,Thomas,7,Daughter,NA,female,Student,None,NA
6403,9,Mary Courts,Jonathan,Smith,60,Head,Single,Male,Water quality scientist,None,Christian
6404,9,Mary Courts,Anthony,Fitzgerald,59,None,Single,Male,"Producer, television/film/video",None,Christian
6405,9,Mary Courts,Tracey,Wright,49,None,Single,Female,Musician,None,Christian
6406,10,Mary Courts,Mark,Butler,21,Head,Single,Male,University Student,None,None
6407,10,Mary Courts,Stephanie,Davies,20,None,Single,Female,University Student,None,NA
6408,10,Mary Courts,Lesley,Taylor,19,None,Single,Female,University Student,None,Muslim
6409,11,Mary Courts,Danielle,Smith,46,Head,Single,Female,"Engineer, electrical",None,Catholic
6410,11,Mary Courts,Amanda,Oliver,42,None,Single,Female,Unemployed,None,Catholic
6411,12,Mary Courts,Carl,Hussain,34,Head,Divorced,Male,"Surveyor, minerals",None,None
6412,12,Mary Courts,Andrea,Hussain,14,Daughter,NA,Female,Student,None,NA
6413,12,Mary Courts,Pauline,Hussain,11,Daughter,NA,Female,Student,None,NA
6414,12,Mary Courts,Kerry,Hussain,9,Daughter,NA,Female,Student,None,NA
6415,12,Mary Courts,Gordon,Hussain,9,Son,NA,Male,Student,None,NA
6416,13,Mary Courts,Joan,Wright,68,Head,Widowed,Female,Unemployed,None,None
6417,13,Mary Courts,Clifford,Wright,13,Grandson,NA,Male,Student,None,NA
6418,13,Mary Courts,Josephine,Wright,9,Granddaughter,NA,Female,Student,None,NA
6419,14,Mary Courts,Roy,Johnson,76,Head,Single,Male,Retired TEFL teacher,None,Christian
6420,15,Mary Courts,Chloe,Shaw,70,Head,Divorced,Female,Retired Acupuncturist,None,Christian
6421,15,Mary Courts,Trevor,Shaw,40,Son,Single,Male,Waste management officer,None,None
6422,15,Mary Courts,Sian,Shaw,37,Daughter,Single,Female,Logistics and distribution manager,None,None
6423,16,Mary Courts,Claire,Webster,29,Head,Single,Female,Historic buildings inspector/conservation officer,None,Methodist
6424,16,Mary Courts,Gordon,Miller,41,None,Single,Male,Unemployed,None,None
6425,17,Mary Courts,Ann,Clark,56,Head,Married,Female,Chief Marketing Officer,None,Catholic
6426,17,Mary Courts,Iain,Clark,59,Husband,Married,Male,"Engineer, drilling",None,Catholic
6427,18,Mary Courts,Danielle,Boyle,25,Head,Married,Female,Primary school teacher,None,Methodist
6428,18,Mary Courts,Roger,Boyle,26,Husband,Married,Male,Video editor,None,None
6429,19,Mary Courts,Abdul,Moran,69,Head,Married,Male,Retired Risk manager,None,Christian
6430,19,Mary Courts,Amelia,Moran,64,Wife,Married,Female,Lawyer,None,None
6431,19,Mary Courts,Lesley,Moran,36,Daughter,Divorced,Female,Physiotherapist,None,Christian
6432,19,Mary Courts,Lydia,Moran,34,Daughter,Single,Female,"Administrator, arts",None,None
6433,20,Mary Courts,Jill,O'Donnell,28,Head,Married,Female,"Horticulturist, amenity",None,Methodist
6434,20,Mary Courts,Elliot,O'Donnell,30,Husband,Married,Male,Forensic psychologist,None,None
6435,20,Mary Courts,Ronald,O'Donnell,6,Son,NA,Male,Student,None,NA
6436,21,Mary Courts,Hollie,Jones,54,Head,Single,Female,Holiday representative,None,Christian
6437,21,Mary Courts,Victor,Elliott,56,Partner,Single,Male,"Accountant, chartered public finance",None,Christian
6438,21,Mary Courts,Aaron,Jones,17,Son,NA,Male,Student,None,NA
6439,21,Mary Courts,Leanne,Skinner,14,Daughter,NA,Female,Student,None,NA
6440,21,Mary Courts,Aaron,Skinner,10,Son,NA,Male,Student,None,NA
6441,22,Mary Courts,Linda,Duffy,28,Head,Divorced,Female,Unemployed,None,Catholic
6442,22,Mary Courts,Diane,Hancock,19,Sibling,Single,Female,Unemployed,None,Sikh
6443,22,Mary Courts,Leon,Hargreaves,63,Lodger,Single,Male,Unemployed,None,Christian
6444,23,Mary Courts,Linda,Bryant,49,Head,Widowed,Female,Broadcast engineer,None,None
6445,24,Mary Courts,Wendy,Marshall,46,Head,Married,Female,Community development worker,None,Christian
6446,24,Mary Courts,Aaron,Marshall,56,Husband,Married,M,"Programmer, multimedia",None,None
6447,24,Mary Courts,Beth,Marshall,11,Daughter,NA,Female,Student,None,NA
6448,24,Mary Courts,Duncan,Marshall,9,Son,NA,Male,Student,None,NA
6449,24,Mary Courts,Tony,Marshall,9,Son,NA,Male,Student,None,NA
6450,25,Mary Courts,Frances,Harrison,38,Head,Married,Female,"Restaurant manager, fast food",None,Christian
6451,25,Mary Courts,Antony,Harrison,35,Husband,Married,Male,Operational researcher,None,None
6452,25,Mary Courts,Carl,Pearce,47,Visitor,Single,Male,"Engineer, aeronautical",None,Catholic
6453,26,Mary Courts,Lorraine,Horton,49,Head,Single,Female,Graphic designer,None,None
6454,26,Mary Courts,Martyn,Horton,17,Son,NA,Male,Student,None,NA
6455,26,Mary Courts,Lauren,Wells-Horton,13,Daughter,NA,Female,Student,None,NA
6456,27,Mary Courts,Emily,Morgan,78,Head,Widowed,Female,Retired Industrial buyer,None,Christian
6457,27,Mary Courts,Stephen,Morgan,41,Son,Single,Male,Environmental health practitioner,None,Christian
6458,27,Mary Courts,Sandra,Morgan,39,Daughter,Single,Female,Unemployed,None,Christian
6459,27,Mary Courts,Clifford,Morgan,35,Son,Single,Male,"Journalist, broadcasting",None,None
6460,28,Mary Courts,Linda,Arnold-Allen,50,Head,Married,Female,"Engineer, automotive",None,None
6461,28,Mary Courts,Allan,Arnold-Allen,52,Husband,Married,Male,Hydrogeologist,None,None
6462,28,Mary Courts,Barbara,Arnold-Allen,30,Daughter,Single,female,Occupational psychologist,None,None
6463,28,Mary Courts,Edward,Arnold-Allen,27,Son,Single,Male,Armed forces logistics/support/administrative officer,None,None
6464,29,Mary Courts,Charlotte,Gilbert,42,Head,Married,Female,Unemployed,None,None
6465,29,Mary Courts,Brian,Gilbert,46,Husband,Married,Male,Volunteer coordinator,None,None
6466,29,Mary Courts,Jill,Gilbert,21,Daughter,Single,Female,University Student,None,None
6467,30,Mary Courts,Aimee,Poole,55,Head,Single,Female,Telecommunications researcher,None,Christian
6468,30,Mary Courts,Barry,Jones,62,Partner,Single,Male,"Designer, blown glass/stained glass",None,Christian
6469,30,Mary Courts,Carly,Poole,16,Daughter,NA,Female,Student,None,NA
6470,31,Mary Courts,Sylvia,Stephens,49,Head,Married,Female,Horticultural consultant,None,Christian
6471,31,Mary Courts,Damian,Stephens,54,Husband,Married,Male,"Scientist, research (maths)",None,None
6472,31,Mary Courts,Roy,Stephens,23,Son,Single,Male,"Engineer, control and instrumentation",None,None
6473,31,Mary Courts,Mohamed,Stephens,23,Son,Single,Male,Professor Emeritus,None,Christian
6474,31,Mary Courts,Christopher,Stephens,1,Son,NA,Male,Child,None,NA
6475,32,Mary Courts,Natalie,Lloyd,42,Head,Married,Female,Housing manager/officer,None,None
6476,32,Mary Courts,Alexander,Lloyd,44,Husband,Married,Male,Systems analyst,None,None
6477,32,Mary Courts,Joanne,Lloyd,16,Daughter,NA,Female,Student,None,NA
6478,33,Mary Courts,Clare,Shaw,36,Head,Married,Female,Podiatrist,None,Christian
6479,33,Mary Courts,Derek,Shaw,44,Husband,Married,Male,"Scientist, research (life sciences)",None,Christian
6480,33,Mary Courts,Helen,Shaw,15,Daughter,NA,Female,Student,None,NA
6481,34,Mary Courts,Pamela,Ross,50,Head,Married,Female,"Administrator, education",None,Methodist
6482,34,Mary Courts,Patrick,Ross,51,Husband,Married,Male,Midwife,None,Methodist
6483,34,Mary Courts,Joyce,Ross,25,Daughter,Single,Female,"Producer, radio",None,None
6484,35,Mary Courts,Shane,Evans,46,Head,Married,Male,Unemployed,None,Christian
6485,35,Mary Courts,Clare,Evans,43,Wife,Married,Female,Unemployed,None,Christian
6486,35,Mary Courts,Leon,Evans,3,Son,NA,Male,Child,None,NA
6487,35,Mary Courts,Martin,Evans,2,Son,NA,Male,Child,None,NA
6488,36,Mary Courts,Diane,Hunt,34,Head,Single,Female,Public relations officer,None,None
6489,36,Mary Courts,Malcolm,Kelly,36,Partner,Single,Male,Contracting civil engineer,None,None
6490,37,Mary Courts,Anna,Andrews,54,Head,Single,Female,"Scientist, water quality",None,Methodist
6491,37,Mary Courts,Tom,Williams,56,Partner,Single,Male,Colour technologist,None,Methodist
6492,37,Mary Courts,Jacqueline,Andrews,23,Daughter,Divorced,Female,Sales executive,None,Methodist
6493,37,Mary Courts,Steven,Andrews,12,Son,NA,Male,Student,None,NA
6494,1,Murray River,Alex,Morgan,57,Head,Single,Male,"Copywriter, advertising",None,None
6495,1,Murray River,Russell,Foster,48,None,Single,Male,"Scientist, research (life sciences)",None,Catholic
6496,1,Murray River,Jordan,Simpson,43,None,Single,Male,Brewing technologist,None,None
